"分区","name / Fin Type","code / Code","thicknessMm / Fin Gage (mm)","widthMm / Fin Width (mm)","heightPreBrazingMm / Fin Height Pre-Brazing (mm)","brazingChangeMm / Change During Brazing (mm)","heightPostBrazingMm / Fin Height Post-Brazing (mm)","finPitchMm / Fin Pitch (mm)","finPitchRangeMm / Range of  fin  pitch     (Just for sample) (mm)","rMm / R (mm)","louverLengthFullMm / Louver Length (Full) (mm)","louverLengthOverallMm / Louver Length (Overall) (mm)","louverPitchMm / Louver Pitch (mm)","louverAngleDeg / Louver Angle (°)","louverCount / Louver Number","drawing / Drawing #for mold &Revison","oldDrawing / Old Drawing #&Revison","status / Status","moldCount / Count of mold (ul)","material / Material","clad / Clad","weightPerLengthGm / Weight Per Unit Length (g/m)","product / Product  Where Used","processStatus / Process status","sourceColumnY / 未标注表头","sourceColumnZ / 未标注表头","sourceColumnAA / 未标注表头","stockWidthMm / 料宽 (mm)","sourceColumnE / 未标注表头","sourceColumnF / 未标注表头","sourceColumnG / 未标注表头","sourceColumnJ / 未标注表头","sourceColumnK / 未标注表头","slotLengthMm / 扁槽长度 (mm)","sourceColumnM / 未标注表头","slotPitchMm / 槽间距 (mm)","slotWidthMm / 扁槽宽度 (mm)","来源区域","待核对项"
"主表","B213","310213","0.08","25.4","11.45","","","2.1 ","12","0.2&0.7","","10.5","1.1","45","20","HX-BH9-0000
Rev.S0","保留（蛇形管）","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","28.14 ","","","家电","无图纸","","","","","","","","","","","","Fin!A136:AA136","F136: Change During Brazing 原文为 空白，不能作为单一数值使用；G136: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；I136: Range of  fin  pitch     (Just for sample) 原文为 12，不能作为单一数值使用；J136: R 原文为 ""0.2&0.7""，不能作为单一数值使用；K136: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y136: 本分区该列没有表头，保留原值，未猜测字段含义；Z136: 本分区该列没有表头，保留原值，未猜测字段含义；I136: 片距范围列为单一数字，范围含义及单位需核对；Z136: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"主表","B214","310214","0.1","25.4","14.9","","14.9","2.1","","0.2&0.7","","14","1.1","45","20","HX-BJ1-0000
Rev.S0","保留（蛇形管）","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","28.36 ","","","家电","常规","","","","","","","","","","","","Fin!A137:AA137","F137: Change During Brazing 原文为 空白，不能作为单一数值使用；I137: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J137: R 原文为 ""0.2&0.7""，不能作为单一数值使用；K137: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y137: 本分区该列没有表头，保留原值，未猜测字段含义；Z137: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B219","310219","0.08","16","6.05","","","1.2 ","21","≤0.45","","4.7","0.9","34","12","HX-BJ2-0000","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","31.26 ","","","家电","无图纸","","","","","","","","","","","","Fin!A138:AA138","F138: Change During Brazing 原文为 空白，不能作为单一数值使用；G138: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；I138: Range of  fin  pitch     (Just for sample) 原文为 21，不能作为单一数值使用；J138: R 原文为 ""≤0.45""，不能作为单一数值使用；K138: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y138: 本分区该列没有表头，保留原值，未猜测字段含义；Z138: 本分区该列没有表头，保留原值，未猜测字段含义；I138: 片距范围列为单一数字，范围含义及单位需核对；Z138: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"主表","B233","","0.2","38","2","","","4.2 ","","","","","","","","","","","","","","","","","阳光电源","","","","","","","","","","","","","Fin!A139:AA139","F139: Change During Brazing 原文为 空白，不能作为单一数值使用；G139: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；I139: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J139: R 原文为 空白，不能作为单一数值使用；K139: Louver Length (Full) 原文为 空白，不能作为单一数值使用；L139: Louver Length (Overall) 原文为 空白，不能作为单一数值使用；M139: Louver Pitch 原文为 空白，不能作为单一数值使用；N139: Louver Angle 原文为 空白，不能作为单一数值使用；O139: Louver Number 原文为 空白，不能作为单一数值使用；Y139: 本分区该列没有表头，保留原值，未猜测字段含义；B139: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"主表","B234","","0.15","50","9.5","","","4.0 ","","","","","","","","","","","","","","","","","阳光电源","","","","","","","","","","","","","Fin!A140:AA140","F140: Change During Brazing 原文为 空白，不能作为单一数值使用；G140: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；I140: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J140: R 原文为 空白，不能作为单一数值使用；K140: Louver Length (Full) 原文为 空白，不能作为单一数值使用；L140: Louver Length (Overall) 原文为 空白，不能作为单一数值使用；M140: Louver Pitch 原文为 空白，不能作为单一数值使用；N140: Louver Angle 原文为 空白，不能作为单一数值使用；O140: Louver Number 原文为 空白，不能作为单一数值使用；Y140: 本分区该列没有表头，保留原值，未猜测字段含义；B140: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"穿管模具","B136","无图纸","0.1","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","Fin!A143:AA143","H143: 片距 原文为 空白，不能作为单一数值使用；I143: 片距范围 原文为 空白，不能作为单一数值使用；L143: 扁槽长度 原文为 空白，不能作为单一数值使用；N143: 开窗角度 原文为 空白，不能作为单一数值使用；O143: 开窗个数 原文为 空白，不能作为单一数值使用；B143: Code/ERP 空白或为说明文字；未补造编号，原文保留；B143: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"穿管模具","B136L","无图纸","0.1","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","Fin!A144:AA144","H144: 片距 原文为 空白，不能作为单一数值使用；I144: 片距范围 原文为 空白，不能作为单一数值使用；L144: 扁槽长度 原文为 空白，不能作为单一数值使用；N144: 开窗角度 原文为 空白，不能作为单一数值使用；O144: 开窗个数 原文为 空白，不能作为单一数值使用；B144: Code/ERP 空白或为说明文字；未补造编号，原文保留；B144: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"穿管模具","B150","310150","0.1","","","","","1.2 ","1.2~1.5","","","","","","","B150-M001","","","","MOP-B01","","","","","","","","21","","","","2.1","","10.1","","","","Fin!A145:AA145","I145: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；N145: 开窗角度 原文为 空白，不能作为单一数值使用；O145: 开窗个数 原文为 空白，不能作为单一数值使用；J145: 本分区该列没有表头，保留原值，未猜测字段含义；B145: Code/ERP 310150 对应多个型号：B0f、B150；未合并或覆盖"
"穿管模具","B150L","3101501","0.1","","","","","1.2 ","1.2~1.5","","","","","30","20","B150L-M001","","","","MOP-B01","","","","","","","","21","","","","2.1","7.6","10.1","1.16","","","Fin!A146:AA146","I146: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；J146: 本分区该列没有表头，保留原值，未猜测字段含义；K146: 本分区该列没有表头，保留原值，未猜测字段含义；M146: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B150H","3101502","0.1","","","","","1.2 ","1.2~1.5","","","","","36","20","B150H-M001","","","","MOP-B01","","","","","","","","21","","","","2.1","7.6","10.1","1.16","","","Fin!A147:AA147","I147: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；J147: 本分区该列没有表头，保留原值，未猜测字段含义；K147: 本分区该列没有表头，保留原值，未猜测字段含义；M147: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B151","3901000","0.1","","","","","1.7 ","1.7~2.1/2.6~3.0","","","","","","","B151-M001","","","","MOP-B01","","","","","","","","21","","","","","","10.1","","","","Fin!A148:AA148","I148: 片距范围 原文为 ""1.7~2.1/2.6~3.0""，不能作为单一数值使用；N148: 开窗角度 原文为 空白，不能作为单一数值使用；O148: 开窗个数 原文为 空白，不能作为单一数值使用"
"穿管模具","B152","390260","0.1","","","","","1.2 ","1.2~1.5","","","","","","","B152-M001","","","","MOP-B01","","","","","","","","21","","","","2.1","7.6","10.1","","","","Fin!A149:AA149","I149: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；N149: 开窗角度 原文为 空白，不能作为单一数值使用；O149: 开窗个数 原文为 空白，不能作为单一数值使用；J149: 本分区该列没有表头，保留原值，未猜测字段含义；K149: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B152H","390264","0.1","","","","","1.2 ","1.2~1.5","","","","","","24","B152H-M001","","","","MOP-B01","","","","","","","","21","","","","2.1","7.6","10.1","","","","Fin!A150:AA150","I150: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；N150: 开窗角度 原文为 空白，不能作为单一数值使用；J150: 本分区该列没有表头，保留原值，未猜测字段含义；K150: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B160","390220","0.1","","","","","1.2 ","1.2~1.5","","","","","36","28","B160-M001 ","","","","MOP-B01","","","","","","","","17","","","","2.15","","9.5","1.18","","","Fin!A151:AA151","I151: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；J151: 本分区该列没有表头，保留原值，未猜测字段含义；M151: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B160L","390237","0.1","","","","","1.2 ","1.2~1.5","","","","","","","B160L-M001","","","","MOP-B01","","","","","","","","17","","","","2.15","","9.5","","","","Fin!A152:AA152","I152: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；N152: 开窗角度 原文为 空白，不能作为单一数值使用；O152: 开窗个数 原文为 空白，不能作为单一数值使用；J152: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B161","390174","0.1","","","","","1.2 ","1.2~1.5","","","","","","","B161-M001","","","","MOP-B01","","","","","","","","18","","","","2.1","","10.1","","","","Fin!A153:AA153","I153: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；N153: 开窗角度 原文为 空白，不能作为单一数值使用；O153: 开窗个数 原文为 空白，不能作为单一数值使用；J153: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B161H","390181","0.1","","","","","1.2 ","1.2~1.5","","","","","36","24","B161H-M001","","","","MOP-B01","","","","","","","","18","","","","2.1","","10.1","1.1","","","Fin!A154:AA154","I154: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；J154: 本分区该列没有表头，保留原值，未猜测字段含义；M154: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B162","390188","0.1","","","","","1.2 ","1.2~1.5","","","","","","","B162-M001","","","","MOP-B01","","","","","","","","24","","","","2.1","","10.1","","","","Fin!A155:AA155","I155: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；N155: 开窗角度 原文为 空白，不能作为单一数值使用；O155: 开窗个数 原文为 空白，不能作为单一数值使用；J155: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B162H","390195","0.1","","","","","1.2 ","1.2~1.5","","","","","36","28","B162H-M001","","","","MOP-B01","","","","","","","","24","","","","2.1","","10.1","1.1","","","Fin!A156:AA156","I156: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；J156: 本分区该列没有表头，保留原值，未猜测字段含义；M156: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B163","310163","0.1","","","","","1.7 ","1.7~2.1/2.6~3.0","","","","","","","B163-M001","","","","MOP-B01","","","","","","","","24","","","","2.1","7.6","10.1","","","","Fin!A157:AA157","I157: 片距范围 原文为 ""1.7~2.1/2.6~3.0""，不能作为单一数值使用；N157: 开窗角度 原文为 空白，不能作为单一数值使用；O157: 开窗个数 原文为 空白，不能作为单一数值使用；J157: 本分区该列没有表头，保留原值，未猜测字段含义；K157: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B165","390208","0.1","","","","","1.2 ","1.2~1.5","","","","","","","B165-M001","","","","MOP-B01","","","","","","","","24","","","","2.1","","","","","","Fin!A158:AA158","I158: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；L158: 扁槽长度 原文为 空白，不能作为单一数值使用；N158: 开窗角度 原文为 空白，不能作为单一数值使用；O158: 开窗个数 原文为 空白，不能作为单一数值使用；J158: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B165H","390214","0.1","","","","","1.2 ","1.2~1.5","","","","","36","32","B165H-M001","","","","MOP-B01","","","","","","","","24","","","","2.1","","12","1.1","","","Fin!A159:AA159","I159: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；J159: 本分区该列没有表头，保留原值，未猜测字段含义；M159: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B648","316480","0.09","","","","","1.2 ","1.2~1.5","","","","","30","28","B648-M001","","","","MOP-B01","","","","","","","","17","","","","","","8.2","1.18","","","Fin!A160:AA160","I160: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；M160: 本分区该列没有表头，保留原值，未猜测字段含义"
"穿管模具","B658","316580","0.09","","","","","1.2 ","1.2~1.5","","","","","","","B658-M001","","","","MOP-B01","","","","","","","","17","","","","","","8.2","","","","Fin!A161:AA161","I161: 片距范围 原文为 ""1.2~1.5""，不能作为单一数值使用；N161: 开窗角度 原文为 空白，不能作为单一数值使用；O161: 开窗个数 原文为 空白，不能作为单一数值使用"
"东升设备（模具存在，但基本无法使用）","B0k","310200","0.07","16","8.11","0.01","8.1","1.4","1.2~1.6","≤0.45","5.8 ","7","1.4","27","8","B0i-M001  Rev.S0","","Available","","AA3003Mod-H14SR","非复合铝箔","18.29 ","H1161","OK","研发刀具","常规","","","","","","","","","","","","Fin!A163:AA163","I163: Range of  fin  pitch     (Just for sample) 原文为 ""1.2~1.6""，不能作为单一数值使用；J163: R 原文为 ""≤0.45""，不能作为单一数值使用；Y163: 本分区该列没有表头，保留原值，未猜测字段含义；Z163: 本分区该列没有表头，保留原值，未猜测字段含义；A162: 东升设备（模具存在，但基本无法使用）；A162: 本分区未重列尺寸表头，按主表对应列保存，正式映射前需确认"
"东升设备（模具存在，但基本无法使用）","B209","310209","0.1","16","14.9","","","2","12.7","≤0.45","","13.7","1.13","35","12","HX-Be6-0000
Rev.S1","保留（蛇形管）","Available","","","","","","","家电","无图纸","","","","","","","","","","","","Fin!A164:AA164","F164: Change During Brazing 原文为 空白，不能作为单一数值使用；G164: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；I164: Range of  fin  pitch     (Just for sample) 原文为 12.7，不能作为单一数值使用；J164: R 原文为 ""≤0.45""，不能作为单一数值使用；K164: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y164: 本分区该列没有表头，保留原值，未猜测字段含义；Z164: 本分区该列没有表头，保留原值，未猜测字段含义；I164: 片距范围列为单一数字，范围含义及单位需核对；Z164: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态；A162: 东升设备（模具存在，但基本无法使用）；A162: 本分区未重列尺寸表头，按主表对应列保存，正式映射前需确认"
"东升设备（模具存在，但基本无法使用）","B3p","313131","0.08","20.6","8.13","","","2.5 ","10","≤0.9","","7","1.5","45","12","BF2","保留","","","","","","","","家电","无图纸","","","","","","","","","","","","Fin!A165:AA165","F165: Change During Brazing 原文为 空白，不能作为单一数值使用；G165: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；I165: Range of  fin  pitch     (Just for sample) 原文为 10，不能作为单一数值使用；J165: R 原文为 ""≤0.9""，不能作为单一数值使用；K165: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y165: 本分区该列没有表头，保留原值，未猜测字段含义；Z165: 本分区该列没有表头，保留原值，未猜测字段含义；I165: 片距范围列为单一数字，范围含义及单位需核对；Z165: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态；A162: 东升设备（模具存在，但基本无法使用）；A162: 本分区未重列尺寸表头，按主表对应列保存，正式映射前需确认"
"东升设备（模具存在，但基本无法使用）","B3m","313129","0.08","20.6","11.45","","","2.0 ","12.7","≤0.35","","10.6","1.5","45","12","HX-BF1-0000
Rev.S0","保留","","","","","","","","家电","无图纸","","","","","","","","","","","","Fin!A166:AA166","F166: Change During Brazing 原文为 空白，不能作为单一数值使用；G166: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；I166: Range of  fin  pitch     (Just for sample) 原文为 12.7，不能作为单一数值使用；J166: R 原文为 ""≤0.35""，不能作为单一数值使用；K166: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y166: 本分区该列没有表头，保留原值，未猜测字段含义；Z166: 本分区该列没有表头，保留原值，未猜测字段含义；I166: 片距范围列为单一数字，范围含义及单位需核对；Z166: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态；A162: 东升设备（模具存在，但基本无法使用）；A162: 本分区未重列尺寸表头，按主表对应列保存，正式映射前需确认"
"横插翅片","B139","","0.1","","","","","1.4","1.1-1.4","","","","","27","14","","","","","","","","","","","","","33.1","","","","","","25.4","","8","2","Fin!A169:AA169","I169: 片距范围 原文为 ""1.1-1.4""，不能作为单一数值使用；B169: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"横插翅片","B176","","0.1","","","","","1.2","1.2-1.6","","","","","27","10","","","","","","","","","","","批量模具","","33.1","","","","","","25.4","","12","2","Fin!A170:AA170","I170: 片距范围 原文为 ""1.2-1.6""，不能作为单一数值使用；Z170: 本分区该列没有表头，保留原值，未猜测字段含义；B170: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"横插翅片","B177","","0.1","","","","","1.2","1.2-1.6","","","","","27","10","","","","","","","","","","","","","33.1","","","","","","25.4","","12","2","Fin!A171:AA171","I171: 片距范围 原文为 ""1.2-1.6""，不能作为单一数值使用；B171: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"横插翅片","B178","","0.1","","","","","1.2","1.2-1.4","","","","","27","18","","","","","","","","","","","","","40","","","","","","32","","9","2","Fin!A172:AA172","I172: 片距范围 原文为 ""1.2-1.4""，不能作为单一数值使用；B172: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"横插翅片","B183","","0.1","","","","","1.2","1.2-1.6","","","","","27","18","","","","","","","","","","","","","33.1","","","","","","25.34","","12","2","Fin!A173:AA173","I173: 片距范围 原文为 ""1.2-1.6""，不能作为单一数值使用；B173: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"横插翅片","B184","","0.1","","","","","1.2","2.0-2.4","","","","","0","0","","","","","","","","","","","","","30.4","","","","","","22.7","","12","2","Fin!A174:AA174","I174: 片距范围 原文为 ""2.0-2.4""，不能作为单一数值使用；B174: Code/ERP 空白或为说明文字；未补造编号，原文保留；I174: 片距不在原表样品片距范围内；未替换片距或范围"
